user_id,635,636,637,638,639,640,641,642,643,644,645,646,647,648,649,650,651,652,653,654,655,656,657,658,659,660,661,662,663,664,665,666,667,668,669,670,671,672,673,674,675,676,677,678,679,680,681,682,683,696,697,698,699,700,701,702,703,704,705,706,1119,1120,1121,1122,1123,1124,1125,1401,1402,1403,1404,1405,1406,1407,1704,1705,1706,1707
2484, 173, 14, 148, 173, 227, 80,,, 338, 47, 296, 81,,, 179,,,,, 545,, 128, 676,,,,,,,,,, 1085,,,,,, 74,,,, 314,, 90,, 210,,,, 359, 77,, 493,, 277,,, 160,, 34, 28, 318, 151,, 19, 487,,,,,,,,,,,
2485, 178, 22,, 46, 224,,,, 355, 154,,, 645, 642, 62,, 370,,,,, 112, 524,,,,,,,,,,, 523,,,, 1099, 69, 373,,,,,,,,,,,,,, 223,,,,,,, 30,, 123, 197,, 18,,,,,,,,,,,,
2486, 92, 12, 108, 37, 1042, 88, 261, 34, 97, 54, 230, 24, 29,, 28, 56,, 53,, 310,, 313, 51,,, 473, 54, 47,,,,, 354, 55, 85,,,, 87, 141,,, 454,, 61,, 27,,,, 28, 34,, 110,, 38,,, 55,, 42, 31, 84, 196, 47, 19, 755,,,,,,,,,,,
2487, 46, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 57,,,,, 15,,,,,,,,,,,,
2488, 190, 25, 543, 204,, 17,,, 287,,,,,, 179,,,,,,, 343,,,,,,,,,,,,,,,,, 26,,,,,,,, 261,,,,, 203,, 190,,,,,,, 15, 40,, 104,, 53,,,,,,,,,,,,
2489, 47, 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 18,,,,, 19,,,,,,,,,,,,
2490, 465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 20,,,,,,,,,,,,
2491, 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492, 16, 7,, 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 27, 15,,,, 10,,,,,,,,,,,,
2493, 16, 6, 24, 11, 142, 32, 131, 150, 50,, 201, 95,,, 135, 52, 403,,, 32,, 31, 287, 649,,, 178,, 725, 670, 127,,, 137,, 120, 613,, 156,, 409,, 271,,,, 35, 83,,,, 76,, 527,, 189,,,,, 16, 16,, 50, 389, 8,,,,,,,,,,,,
2494, 33, 29, 25, 40,, 342,,,,,,,,,,,,,,,, 914,,,,,,,,,,,,,,,,,,,,,,,,, 320,,,,, 58,,,,,,,,, 20, 24,,,, 13,,,,,,,,,,,,
2495, 163, 13, 202, 352,, 578,,, 181,,,,,,,,,,,,, 190,,,,,,,,,,,,,,,,,,,,,,,,, 80,,,,, 91,,,,,,,,, 44, 81,,,, 92,,,,,,,,,,,,
2496, 64, 27, 227, 115,, 673,,,,,,,,,,,,,,,, 129,,,,,,,,,,,,,,,,,,,,,,,,, 759,,,,, 41,,,,,,,,, 20, 144,,,, 14,, 19,,,,,,, 53,,, 29
2497, 53, 17, 333, 21,, 811,,,,,,,,,,,,,,,, 140,,,,,,,,,,,,,,,,,,,,,,,,, 894,,,,, 65,,,,,,,,, 39, 57,,,, 17,,,,,,,,,,,,
2498, 104, 122, 184, 328,, 546,,,,,,,,,,,,,,,, 261,,,,,,,,,,,,,,,,,,,,,,,,, 831,,,,, 181,,,,,,,,, 60, 163,,,, 98,, 52,,,,,,,,,,
2499, 436, 26, 586, 114,, 561,,,,,,,,,,,,,,,, 147,,,,,,,,,,,,,,,,,,,,,,,,, 529,,,,, 273,,,,,,,,, 60, 695,,,, 66,,,,,,,,,,,,
2500, 82, 12, 132, 140,, 101,,,,,,,,,,,,,,,, 113,,,,,,,,,,,,,,,,,,,,,,,,, 702,,,,, 572,,,,,,,,, 25, 32,,,, 67,,,,,,,,,,,,
2501, 143, 136, 295, 163, 65, 458, 66,,,,,,,,,,,,,,, 161,,,,,,,,,,,,,,,,,,,,,,,,, 91,,,,,,,,,,,,,, 31, 254,,,, 28,,,,,,,,,,,,
2502, 25, 34, 45, 180,, 791,,,,,,,,, 112,,,,,,, 180,,,,,,,,,,,,,,,,,,,,,,,,, 869,,,,, 126,,,,,,,,, 27, 123,,,, 21,, 65,,,,,,, 287, 17, 160, 43
2503, 199, 111, 142, 438, 43, 66, 77,,,, 32,,,,,,,,,,, 93,,,, 43,,,,,,,,,,,,,, 20,,,,,,, 141,,,,, 68,,,,,,, 42,, 94, 298,,,, 12,, 834,,,,,,, 76, 294,, 42
2504, 131, 28, 90, 352,, 88,,,,,,,,,,,,,,,, 459,,,,,,,,,,,,,,,,,,,,,,,,, 472,,,,, 296,,,,,,,,, 52, 1180,, 72,, 109,,,,,,,,,,,,
2505, 147, 148, 143, 298,, 633,,,,,,,,,,,,,,,, 167,,,,,,,,,,,,,,,,,,,,,,,,, 189,,,,, 59,,,,,,,,, 28, 79,,,, 126,,,,,,,,,,,,
2506, 239, 15, 449, 384,, 256,,,,,,,,,,,,,,,, 29,,,,,,,,,,,,,,,,,,,,,,,,, 632,,,,, 193,,,,,,,,, 206, 263,,,, 85,,,,,,,,,,,,
2507, 790, 37, 470, 138,, 448,,,,,,,,,,,,,,,, 155,,,,,,,,,,,,,,,,,,,,,,,,, 312,,,,, 134,,,,,,,,, 57, 96,,,, 21,,,,,,,,,,,,
2508, 123, 40,, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 24, 297,,,, 16,,,,,,,,,,,,
2509, 18, 95, 34, 36,, 295,,, 125, 181,,,,, 221,,,,,,, 282,,,,,,,,,,,,,,,,,,,,,,,,, 75,,,,, 94,,,,,,,,, 65, 303, 190, 732,, 23,, 494,,,,,,,,,,
2511, 67, 13, 22, 24, 88, 42, 110,, 39, 319, 292,,,, 243,,,,, 39,, 133,,,,,,,,,,,,,,,,, 172,,,,,,,, 43,,,,, 29,,,,,,,,, 16, 67,, 114,, 23,, 23,,,,,,, 141, 49, 415, 314
2512, 29, 16, 37, 17, 100, 25, 105,, 132, 352, 62,,,, 30,,,,, 117,, 24,,,,,,,,,,,,,,,,, 152,,,,,,,, 76,,,,, 170,, 308,,,,,,, 20, 22, 93, 44, 416, 19, 252,,,,,,,,,,,
2513, 52, 7, 36, 183,, 56,,,, 63,,,,, 299,,,,,,, 96,,,,,,,,,,,,,,,,,,,,, 476,,,, 54,,,,, 35,,,,,,,,, 66, 290,,, 499, 18, 252,,,,,,,,,,,
2514, 74, 10,,,, 60,,,,,,,,, 73,,,,, 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 168,, 368,,,,,,, 92, 35,,,, 16,,,,,,,,,,,,
2515, 64, 53, 157, 383,, 223,,,,,,,,,,,,,,,, 253, 69,,,,,,,,,,,, 183,,,,,,,, 164,,,, 110,,,,,,,,,,,,,, 114, 108,,,, 32,,,,,,,,,,,,
2516, 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 136,,,,,,,,,,,,,, 26,,,,,,,,,,,,
2517, 89, 31, 349, 264,, 483,,,,,,,,,,,,,,,, 159,,,,,,,,,,,,,,,,,,,,,,,,, 768,,,,, 587,,,,,,,,, 45, 125,,,, 124,,,,,,,,,,,,
2518, 229, 58,, 171,,,,,, 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 104,,,,,,,,,,,,,, 310, 354,,,, 126,,,,,,,,,,,,
2519, 86, 10,, 74,, 129,,, 177, 92,,,,, 376,,,,, 210,,,,,,,,,,,,,,,,,,,,,,,,,,, 189,,,, 70,,, 512,,,,,,, 17, 358,, 362,, 16,, 24,,,,,,,, 260, 63, 180
2520, 56, 7,, 107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 135,,,,,,,,, 14,,,,, 10,,,,,,,,,,,,
2521, 155, 40,, 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 140,,,,,,,,,,,,,, 103,,,,, 45,,,,,,,,,,,,
2522, 187, 24, 85, 184,, 212,,,,,,,,,,,,,,,, 368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 590,,,,,,,,, 145, 98,,,, 30,,,,,,,,,,,,
2523, 23, 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 161,,,,,,,,,,,,,,,,,,,,,,,,,,
2524, 106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 147,,,,,,,,,,,,,, 17,,,,,,,,,,,,
2525, 51, 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 73,,,,,,,,, 19,,,,, 30,,,,,,,,,,,,
2526, 26, 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 94,,,,, 15,,,,,,,,,,,,
2527, 67, 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 172,,,,,,,,, 32,,,,, 15,,,,,,,,,,,,
2528, 62, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 61,,,,, 14,,,,,,,,,,,,
2529, 21, 9, 44, 20,, 32,,,,,,,,,,,,,,,, 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23, 25,,,, 12,,,,,,,,,,,,
2538, 110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 43,,,,,,,,,,,,
2539, 28, 7, 37, 71, 69, 16, 76, 277, 132, 427, 47, 26, 27, 230, 35, 303, 596, 35, 155, 44, 805, 35, 190, 424, 1591, 34, 50, 596, 331, 626, 319, 643, 77, 78, 95, 785, 406, 254, 65, 177, 209, 2310, 109, 58, 84, 219, 29, 1037, 773,, 303, 49, 1587, 136, 573, 57, 1087, 358, 39, 982, 13, 20, 54, 97, 86, 10, 358, 18, 303, 94, 154, 1075, 202,, 11, 16, 718, 11
2550, 12, 13, 30, 8,, 148,,, 231, 92,,,,, 128,,,,, 4673,, 152, 469,,,,,,,,,,,,,,,,,,,,,,,, 111,,,,, 229,, 458,,,,, 133,, 19, 199,, 164,, 8, 162, 494,,,,,,, 53, 83, 58, 283
2553, 94, 26, 45, 90,, 48,,,,,,,,,,,,,,,, 61,,,,,,,,,,,,,,,,,,,,,,,,, 64,,,,, 72,,,,,,,,, 132, 26,,,, 39,,,,,,,,,,,,
2557, 22, 11, 35, 37, 153, 32,,, 67,, 120,,,,,,,,, 156,, 764,,,,,,,,,,,,,,,,, 47,,,,,,,, 371,,,,, 82,,,,,,,,, 20, 24, 300, 214,, 17,,,,,,,,,,,,
2558, 68, 8, 127, 130,, 48,,,, 47,,,,, 46,,,,, 24,, 85,,,,,,,,,,,,,,,,, 28,,,,,,,, 54,,,,, 123,,,,,,,,, 21, 23,, 48,, 13,, 53,,,,,,, 46, 162, 39, 162
2560, 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2561, 58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2564, 17, 14, 210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 233,,,,, 65,,,,,,,,,,,,
2567, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2571, 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2572, 48, 13, 43, 75, 158, 76, 124,, 231, 274, 945,,,, 83,,,,, 82,, 43,,,,,,,,,,,,,,,,, 95,,,,,,,, 273,,,,, 120,, 380,,,,,,, 17, 31, 160, 220,, 16, 596,,,,,,,,,,,
2574, 49, 17, 45, 139,, 252,,,,,,,,, 132,,,,, 283,, 78,,,,,,,,,,,,,,,,,,,,,,,,, 73,,,,, 210,,,,,,,,, 32, 77,, 557,, 20,,,,,,,,,,,,
2580, 25, 20, 33, 99,, 29,,, 114,, 116,,,, 98,,,,,,, 107,,,,,,,,,,,,,,,,,,,,,,,,, 47,,,,, 57,,,,,,,,, 18, 19,, 88,, 10,,,,,,,,,,,,
2581, 204, 8, 34, 15,, 45,,, 151,,,,,,,,,,,,, 34,,,,,,,,,,,,,,,,,,,,,,,,, 109,,,,, 51,,,,,,,,, 16, 17,,,, 10,,,,,,,,,,,,
2582, 99, 14, 82, 81, 266, 118, 231, 666, 238, 106, 101, 187,,, 115,,, 25,, 31,, 29, 300,,,,,, 273,,,, 898, 734, 1588,,, 82, 573, 104, 147,, 236,, 314,, 107,,,,, 56,, 294,,, 304,, 548,, 32, 16, 839, 349,, 14, 196, 30,, 326, 129,,,, 39, 55, 80, 22
2583, 101,,,, 183,,,, 293,,,,,, 144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 18,,,,,,,,,,,,
2584, 24, 15, 60, 352,, 109,,,,,,,,,,,,,,,, 121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 102,,,,,,,,, 228, 52,,,, 21, 314,,,,,,,,,,,
2585, 196, 11, 187, 46,, 84,,, 278,, 105,,,, 117,,,,,,, 45,,,,,,,,,,,, 106,,,,,,,,,,,,, 86,,,,, 88,,,,,,,,, 85, 40, 74, 111,, 93, 107,,,,,,,,,,,
2586, 153, 66,, 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 295, 41,,,, 125,,,,,,,,,,,,
2587, 966, 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 290,,,,, 250,,,,,,,,,,,,
2588, 221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 22,,,,,,,,,,,,
2589, 153, 28, 348, 25,, 168,,,,,,,,,,,,,,,, 75,,,,,,,,,,,,,,,,,,,,,,,,, 170,,,,, 93,,,,,,,,, 24, 65,,,, 93,,,,,,,,,,,,
2590, 182, 114,, 333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 103, 142,,,, 72,,,,,,,,,,,,
2591, 179, 68,, 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 353, 96,,,, 191, 309,,,,,,,,,,,
2592, 116, 12,, 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 86,,,,,,,,, 54, 246,,,, 13,,,,,,,,,,,,
2593, 132, 256,,,,,,,,, 87,,,, 125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 87,,,,,,,,,,,,,, 25, 222,, 142,, 22,,,,,,,,,,,,
2594, 36, 68,, 179,, 75,,,,, 93,,,, 116,,,,,,, 115,,,,,,,,,,,,,,,,,,,,,,,,, 91,,,,,,,,,,,,,, 32,,, 117,, 42,,,,,,,,,,,,
2595, 228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2596, 37, 85,,,, 106,,,,, 111,,,, 82,,,,,,, 41,,,,,,,,,,,,,,,,,,,,,,,,, 112,,,,, 93,,,,,,,,, 144, 37,,,, 60,,,,,,,,,,,,
2597, 43, 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 16,,,,, 16,,,,,,,,,,,,
2600,, 23, 25, 40,, 81,,,,,,,,,,,,,,,, 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 42, 239,, 455,, 66,, 118,,,,,,, 226, 78, 137,
2606, 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2610, 78, 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 16,,,,, 127,,,,,,,,,,,,
2611, 146, 16, 72, 26, 61, 73, 106, 103, 190, 49, 58,, 67,, 40, 266,,,, 275,, 60, 144,,, 161,,,,,,, 339, 129, 371,,,, 37, 212,,,,,,, 92,,,,, 56,, 295,,,,,,, 62, 41, 162, 75, 858, 11, 200,,,,,,,,,,,
2612, 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 274,,,,,,,,,,,,,,,,
2613, 46, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 29,,,,, 86,,,,,,,,,,,,
2614, 48,, 155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 24,,,,, 9,,,,,,,,,,,,
2615, 160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 24,,,,, 21,,,,,,,,,,,,
2616, 78, 104, 396, 21,, 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 20, 23,,,, 15,,,,,,,,,,,,
2618, 58, 12, 28, 222, 102, 46, 161,, 480, 51, 176,,,, 325,,,,, 361,, 68, 261,,,,,,,,,, 170, 3507, 63,,,, 78,,,,,,,, 25,,,, 2633, 44,, 291,,,,,,, 14, 122,, 403,, 10,,,,,,,,,,,,
2619, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 26,,,,,,,,,,,,
2620, 43, 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 19,,,,, 13,,,,,,,,,,,,
2621, 133, 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 21,,,,, 20,,,,,,,,,,,,
2622, 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 29,,,,, 16,,,,,,,,,,,,
2623, 132, 76, 289, 226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23,,,,, 15,,,,,,,,,,,,
2626, 188, 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23,,,,, 27,,,,,,,,,,,,
2628, 43, 10, 229, 257,, 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 37,,,,, 13,,,,,,,,,,,,
2631,, 67,,,, 22,,,,,,,,, 39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 102,,,,, 123,,,,,,,,, 28, 63,,,,,,,,,,,,,,,,
2632, 28, 13, 22, 10,, 34,,,,,,,,, 235,,,,,,, 34,,,,,,,,,,,,,,,,,,,,,,,,, 58,,,,, 32,,,,,,,,, 21, 29,, 200,, 14,,,,,,,,,,,,
2636, 19, 9, 21, 11,, 38, 79,, 211,, 185,,,, 64,,,,, 51,, 64,,,,,,,,,,,,,,,,, 77,,,,,,,, 106,,,,, 54,,,,,,,,, 25, 22,, 92,, 18,,,,,,,,,,,,
2640, 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2642, 68, 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 22, 62,,,, 16,,,,,,,,,,,,
2643, 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 20, 47,,,, 37,,,,,,,,,,,,
2644, 41,,, 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 14, 174,,,, 16,,,,,,,,,,,,
2645, 61, 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 21,,,,,,,,,,,,
2646, 73, 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 28,,,,, 11,,,,,,,,,,,,
2647, 44, 8,, 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 17, 45,,,, 12,,,,,,,,,,,,
2648, 40, 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 13,,,,,,,,,,,,
2649, 30, 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23,,,,, 12,,,,,,,,,,,,
2650, 299, 59, 468, 80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 30,,, 98,, 16, 237,,,,,,,,,,,
2651, 317, 15, 29, 44, 403, 72, 128,, 175, 135, 112,,,, 101,,,,, 70,, 53, 119,,,,,,,,,,,, 190,,,, 38,,,, 166,,,, 116,,,,, 158,, 265,,,,,,, 29, 50, 107, 91,, 20, 233,,,,,,,,,,,
2652, 434, 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 157,,,,, 26,,,,,,,,,,,,
2653, 297, 14, 491, 22,, 16,,,,, 36,,,,,,,,, 25,, 37,,,,,,,,,,,,,,,,,,,,,,,,, 134,,,,, 24,, 357,,,,,,, 35, 18, 87, 308,, 10, 114,,,,,,,,,,,
2654, 55, 13,, 48,, 21,,,,,,,,,,,,,,,, 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 116, 49,,,, 11,,,,,,,,,,,,
2655, 558, 376,,,, 576,,,,, 102,,,,,,,,, 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 50,,,,, 117,,,,,,,,,,,,
2656, 69, 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 12,,,,,,,,,,,,
2657, 199, 15,,,, 65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 267,,,,,,, 23, 102,,,, 16,,,,,,,,,,,,
2658, 202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 48,,,,,,,,,,,,
2659, 300, 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 22,,,,, 13,,,,,,,,,,,,
2661,, 39, 36,,, 23,,, 141,, 346,,,, 181,,,,,,, 71,,,,, 332,,,,,,,,,,,,,,,, 62,,,, 204,,,,, 87,, 490,,,,,,, 48, 44, 214, 141,, 15,,,,,,,,,, 57, 34,
2662, 241, 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 35,,,,, 31,,,,,,,,,,,,
2664, 61, 6, 20, 31,, 36,,, 291, 500, 157,,,, 64,,,,, 34,, 41,,,,,,,,,,,,,,,,, 60,,,,,,,, 43,,,,, 51,,,,,,,,, 33, 17, 227, 364,, 17,, 50,, 77, 214,,,,,,,
2665, 32, 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2666, 61, 27, 73, 288,, 116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 39, 456,,,, 16,, 193,,,,,,, 75,,,
2667, 168, 28, 25, 16,, 53,,,,,,,,,,,,,,,, 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 55,,,,,,,,, 13, 42,,,, 11,,,,,,,,,,,,
2669, 125, 10, 59, 26,, 195, 308,, 363, 52, 282,,,, 335,,,,, 54,, 147,,,,,,,,,,,,,,,,,,,,, 182,,,, 257,,,,, 120,,,,,,,,, 56, 96, 39, 96,, 14,,,,,,,,,,,,
2670, 64, 27, 431, 70,, 44,,, 550,,,,,, 92,,,,, 337,, 181,,,,,,,,,,,,,,,,,,,,,,,,, 159,,,,,,,,,,,,,, 23, 39,, 191,, 118,,,,,,,,,,,,
2671, 74, 35, 96, 142,, 121,,,,,,,,, 64,,,,,,, 120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 92,,,,,,,,, 20, 30,, 254,, 15,,,,,,,,,,,,
2672, 49, 32, 57, 79,, 46,,, 97, 53,,,,, 160,,,,,,, 158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 23,,,,, 23,,,,,,,,,,,,
2673, 66, 39, 94, 13,, 176,,,,,,,,, 157,,,,,,, 134,,,,,,,,,,,,,,,,,,,,,,,,, 391,,,,, 114,,,,,,,,, 50, 116,, 351,, 81,,,,,,,,,,,,
2674, 73, 25, 93,,, 103,,,,,,,,, 99,,,,,,, 144,,,,,,,,,,,,,,,,,,,,,,,,, 88,,,,, 157,,,,,,,,,,,, 106,,,,,,,,,,,,,,
2675, 55, 30, 138, 88, 140, 142, 156,, 448,, 135,,,, 137,,,,,,, 49,,,,,,,,,,,,,,,,, 233,,,,,,,, 220,,,,, 73,,,,,,,,, 42, 19, 73, 104,, 19,,,,,,,,,,,,
2676, 59, 23, 128, 11,, 178,,,,,,,,, 176,,,,, 89,, 142,,,,,,,,,,,,,,,,,,,,,,,,, 148,,,,, 152,,,,,,,,, 21, 101,, 72,, 9,,,,,,,,,,,,
2677, 32, 28,, 23,, 21,,,,,,,,, 108,,,,,,, 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 69,,,,,,,,, 38,,,,, 50,,,,,,,,,,,,
2678, 183, 6, 22, 256,, 48,,,,,,,,, 61,,,,,,, 49,,,,,,,,,,,,,,,,,,,,,,,,, 50,,,,, 49,,,,,,,,, 29, 24,, 88,, 11,, 32,,,,,,, 148, 55, 30, 32
2679, 45, 38, 32, 13, 134, 71, 228,, 99, 30, 42,,,, 73,,,,, 301,, 57, 247,,,,,,,,,,,,,,,, 57, 45,,,,, 67,, 178,,,,, 102,, 78,,,,,,, 59, 27, 175, 53, 45, 33, 116,,,,,,,,,,,
2680, 109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2681, 112, 17, 199, 90,, 54,,, 149,, 139,,,, 156,,,,,,, 47,,,,,,,,,,,,,,,,, 313,,,,,,,, 111,,,,, 84,,,,,,,,, 21, 25,, 72,, 43,,,,,,,,,,,,
